muestra,tiempo,ppg,ppg filtrado,spi,spi_promedio,estado,tipo evento,evento
244,9.76,-1337550,4465.635103171886,nan,-,-,-,-,-
245,9.8,-1342192,977.2017083220398,nan,-,-,-,-,-
246,9.84,-1346369,-1699.2998053986767,nan,-,-,-,-,-
247,9.88,-1350409,-2493.1446900039446,nan,-,-,-,-,-
248,9.92,-1354603,-2121.3357237852824,nan,-,-,-,-,-
249,9.96,-1358830,-1759.6391616605747,nan,-,-,-,-,-
250,10.0,-1359755,-1966.1149821173194,nan,-,-,-,-,-
251,10.04,-1320618,-3680.232302898432,nan,-,-,-,-,-
252,10.08,-1305107,-4419.3781218357035,nan,-,-,-,-,-
253,10.12,-1308452,-4043.449272361486,nan,-,-,-,-,-
254,10.16,-1312762,-3100.6165060534604,nan,-,-,-,-,-
255,10.2,-1314503,-1893.2606566870716,nan,-,-,-,-,-
256,10.24,-1315550,-626.4064302190632,nan,-,-,-,-,-
257,10.28,-1318379,650.9016573236422,nan,-,-,-,-,-
258,10.32,-1318451,1981.5303282327168,nan,-,-,-,-,-
259,10.36,-1317839,3759.783852548713,nan,-,-,-,-,-
260,10.4,-1320505,5874.2382314049755,nan,-,-,-,-,-
261,10.44,-1325263,7008.37557979247,nan,-,-,-,-,-
262,10.48,-1330324,5739.577135129699,nan,-,-,-,-,-
263,10.52,-1336380,2422.9139061852566,nan,-,-,-,-,-
264,10.56,-1341596,-875.8525214324618,nan,-,-,-,-,-
265,10.6,-1345934,-2392.6566104167323,nan,-,-,-,-,-
266,10.64,-1350068,-2251.8344931325537,nan,-,-,-,-,-
267,10.68,-1352982,-1712.651523513163,nan,-,-,-,-,-
268,10.72,-1360740,-1383.016653564111,nan,-,-,-,-,-
269,10.76,-1348350,-2101.1160995871323,nan,-,-,-,-,-
