muestra,tiempo,ppg,ppg filtrado,spi,spi_promedio,estado,tipo evento,evento
246,9.84,-1203322,1649.475667096909,57,-,-,-,-,-
247,9.88,-1205666,2389.1641341409595,57,-,-,-,-,-
248,9.92,-1208600,2920.0575114352687,57,-,-,-,-,-
249,9.96,-1210571,2736.2418000385424,57,-,-,-,-,-
250,10.0,-1211774,1539.2424301139745,57,-,-,-,-,-
251,10.04,-1212422,-258.2680435771131,57,-,-,-,-,-
252,10.08,-1214364,-1642.9001200208195,57,-,-,-,-,-
253,10.12,-1214278,-2082.5612216563068,57,-,-,-,-,-
254,10.16,-1214869,-1690.7454204027288,57,-,-,-,-,-
255,10.2,-1209084,-1368.47255753004,57,-,-,-,-,-
256,10.24,-1196652,-1558.3393391808531,57,-,-,-,-,-
257,10.28,-1190303,-1740.2575050329087,57,-,-,-,-,-
258,10.32,-1191376,-1512.4787362204088,57,-,-,-,-,-
259,10.36,-1195719,-856.9266924085013,57,-,-,-,-,-
260,10.4,-1199741,-51.702877233432446,57,-,-,-,-,-
261,10.44,-1201738,616.0746504967055,57,-,-,-,-,-
262,10.48,-1201042,1071.99209666351,57,-,-,-,-,-
263,10.52,-1202721,1617.048831207535,57,-,-,-,-,-
264,10.56,-1204506,2279.2760821225083,57,-,-,-,-,-
265,10.6,-1208634,2913.5900731864967,57,-,-,-,-,-
266,10.64,-1210531,2842.180226712763,57,-,-,-,-,-
267,10.68,-1210850,1721.1157977617404,57,-,-,-,-,-
268,10.72,-1213156,4.778432987648557,57,-,-,-,-,-
269,10.76,-1214926,-1468.1938947242356,57,-,-,-,-,-
270,10.8,-1214126,-2068.151866927192,57,-,-,-,-,-
271,10.84,-1213642,-1803.9850163457527,57,-,-,-,-,-
272,10.88,-1197891,-1802.8100426737674,57,-,-,-,-,-
273,10.92,-1190121,-1785.1519145417915,57,-,-,-,-,-
274,10.96,-1190131,-1715.003141521238,57,-,-,-,-,-
275,11.0,-1195753,-1336.3309149610538,57,-,-,-,-,-
276,11.04,-1199971,-697.6840330947252,57,-,-,-,-,-
277,11.08,-1201699,29.700925704299152,57,-,-,-,-,-
278,11.12,-1200290,610.4122556807142,57,-,-,-,-,-
