muestra,tiempo,ppg,ppg filtrado,spi,spi_promedio,estado,tipo evento,evento,alarma,limites_alarma,descripcion_alarma
218,8.72,-16775426,-0.6546667912750423,nan,-,-,-,-,-,"[50, 20, 15]",-
219,8.76,-16775402,-1.1811680995653902,nan,-,-,-,-,-,"[50, 20, 15]",-
220,8.8,-16775464,17.829967744791187,nan,-,-,-,-,-,"[50, 20, 15]",-
221,8.84,-16775456,2.280397836306413,nan,-,-,-,-,-,"[50, 20, 15]",-
222,8.88,-16775540,7.644117721096796,nan,-,-,-,-,-,"[50, 20, 15]",-
223,8.92,-16775390,13.26277443387947,nan,-,-,-,-,-,"[50, 20, 15]",-
224,8.96,-16775549,21.797560814840057,nan,-,-,-,-,-,"[50, 20, 15]",-
226,9.04,-16775449,10.888238443928403,nan,-,-,-,-,-,"[50, 20, 15]",-
227,9.08,-16775459,-24.51308146817207,nan,-,-,-,-,-,"[50, 20, 15]",-
228,9.12,-16775397,-6.330647085854796,nan,-,-,-,-,-,"[50, 20, 15]",-
229,9.16,-16775452,2.1188682809064816,nan,-,-,-,-,-,"[50, 20, 15]",-
230,9.2,-16775519,-5.034045461945098,nan,-,-,-,-,-,"[50, 20, 15]",-
231,9.24,-16775499,-17.92106263290226,nan,-,-,-,-,-,"[50, 20, 15]",-
232,9.28,-16775476,-3.445869287690696,nan,-,-,-,-,-,"[50, 20, 15]",-
233,9.32,-16775531,25.85847287655018,nan,-,-,-,-,-,"[50, 20, 15]",-
234,9.36,-16775549,-11.812857081892444,nan,-,-,-,-,-,"[50, 20, 15]",-
235,9.4,-16775533,55.531341332687994,nan,-,-,-,-,-,"[50, 20, 15]",-
236,9.44,-16775515,-27.495581758187736,nan,-,-,-,-,-,"[50, 20, 15]",-
237,9.48,-16775441,-19.901659297215637,nan,-,-,-,-,-,"[50, 20, 15]",-
238,9.52,-16775400,-16.89617497047673,nan,-,-,-,-,-,"[50, 20, 15]",-
239,9.56,-16775419,-8.319922793379915,nan,-,-,-,-,-,"[50, 20, 15]",-
240,9.6,-16775431,-22.152106219282903,nan,-,-,-,-,-,"[50, 20, 15]",-
241,9.64,-16775480,-14.736042134454095,nan,-,-,-,-,-,"[50, 20, 15]",-
242,9.68,-16775425,-2.343245770385789,nan,-,-,-,-,-,"[50, 20, 15]",-
243,9.72,-16775391,-4.577442480489225,nan,-,-,-,-,-,"[50, 20, 15]",-
244,9.76,-16775502,-7.300796579616349,nan,-,-,-,-,-,"[50, 20, 15]",-
245,9.8,-16775524,6.576414816028462,nan,-,-,-,-,-,"[50, 20, 15]",-
246,9.84,-16775581,17.30941748680794,nan,-,-,-,-,-,"[50, 20, 15]",-
247,9.88,-16775503,16.3761832760467,nan,-,-,-,-,-,"[50, 20, 15]",-
248,9.92,-16775501,17.231292705340387,nan,-,-,-,-,-,"[50, 20, 15]",-
249,9.96,-16775454,3.5625017618755916,nan,-,-,-,-,-,"[50, 20, 15]",-
250,10.0,-16775488,-10.66597129777417,nan,-,-,-,-,-,"[50, 20, 15]",-
251,10.04,-16775432,6.130992417498965,nan,-,-,-,-,-,"[50, 20, 15]",-
252,10.08,-16775442,-15.83541642734276,nan,-,-,-,-,-,"[50, 20, 15]",-
253,10.12,-16775454,1.4685774773888207,nan,-,-,-,-,-,"[50, 20, 15]",-
254,10.16,-16775438,7.4369246261305735,nan,-,-,-,-,-,"[50, 20, 15]",-
255,10.2,-16775500,-31.996100814563366,nan,-,-,-,-,-,"[50, 20, 15]",-
256,10.24,-16775465,-4.13571811785189,nan,-,-,-,-,-,"[50, 20, 15]",-
257,10.28,-16775443,3.650661617765321,nan,-,-,-,-,-,"[50, 20, 15]",-
258,10.32,-16775563,22.752779840873885,nan,-,-,-,-,-,"[50, 20, 15]",-
259,10.36,-16775553,11.675303334280857,nan,-,-,-,-,-,"[50, 20, 15]",-
260,10.4,-16775483,15.374337779892608,nan,-,-,-,-,-,"[50, 20, 15]",-
261,10.44,-16775396,-7.20860550870375,nan,-,-,-,-,-,"[50, 20, 15]",-
262,10.48,-16775462,8.758698889848176,nan,-,-,-,-,-,"[50, 20, 15]",-
263,10.52,-16775516,-4.599699257770728,nan,-,-,-,-,-,"[50, 20, 15]",-
264,10.56,-16775545,-2.882671653233127,nan,-,-,-,-,-,"[50, 20, 15]",-
265,10.6,-16775506,-5.7129773941338025,nan,-,-,-,-,-,"[50, 20, 15]",-
266,10.64,-16775543,-10.594401591172428,nan,-,-,-,-,-,"[50, 20, 15]",-
